current_queue_length,average_consultation_minutes,time_of_day,day_of_week,emergency_patients_ahead,actual_wait_minutes
3,11.9,16:56,Wednesday,0,32.5
8,10.4,14:44,Wednesday,1,113.1
4,17.5,12:56,Friday,0,82.2
6,12.9,13:26,Saturday,1,79.2
4,9.3,15:57,Wednesday,0,32.0
2,7.7,08:58,Saturday,0,12.8
5,13.2,17:19,Monday,0,93.4
7,9.2,09:07,Sunday,0,38.0
4,18.5,12:35,Thursday,0,98.1
4,13.3,10:28,Thursday,1,71.6
1,13.7,14:39,Sunday,0,10.1
3,12.7,16:23,Monday,0,51.7
7,15.4,14:10,Sunday,0,127.1
1,5.0,10:14,Tuesday,0,10.6
6,8.4,15:47,Sunday,0,48.9
1,15.1,17:25,Saturday,1,27.5
6,16.5,09:36,Wednesday,1,137.5
5,8.3,10:32,Monday,0,71.6
7,6.5,13:17,Monday,0,63.8
2,12.5,15:23,Monday,0,38.2
7,13.5,09:16,Monday,1,128.5
3,12.4,08:30,Friday,0,37.7
5,11.8,13:40,Sunday,0,74.5
4,6.4,15:58,Saturday,0,25.3
4,10.9,10:58,Saturday,0,45.8
3,11.3,13:49,Sunday,2,60.8
3,10.4,16:02,Friday,0,33.3
3,6.2,08:17,Monday,0,21.8
5,13.8,11:21,Thursday,1,92.4
3,14.6,11:01,Saturday,0,46.9
5,9.6,15:13,Thursday,0,59.8
3,11.4,14:39,Wednesday,1,51.5
3,10.5,16:16,Thursday,0,45.5
6,10.5,13:29,Saturday,1,77.9
1,13.5,10:16,Wednesday,0,16.0
4,13.6,12:19,Wednesday,0,78.4
4,15.2,11:57,Thursday,0,67.2
3,15.2,14:40,Wednesday,0,51.7
4,11.5,17:32,Tuesday,0,54.0
5,20.5,12:34,Tuesday,0,111.7
3,16.6,14:23,Monday,0,68.6
1,10.0,09:46,Saturday,0,15.9
3,12.4,13:44,Tuesday,0,58.6
4,6.0,15:17,Sunday,1,32.8
4,12.1,15:38,Sunday,0,53.8
5,17.0,17:44,Friday,2,142.9
2,20.3,17:52,Sunday,0,32.1
7,11.6,13:09,Sunday,1,116.0
2,13.0,16:36,Saturday,0,21.1
5,13.8,15:22,Wednesday,0,91.8
0,17.9,13:14,Saturday,0,0.0
2,9.1,08:18,Wednesday,0,18.1
1,20.0,17:46,Monday,0,26.2
4,11.0,17:39,Thursday,0,61.0
3,8.5,13:10,Monday,0,42.1
6,11.1,11:26,Monday,0,96.3
3,9.6,09:07,Monday,0,36.9
4,13.3,08:33,Sunday,0,52.2
5,7.0,16:02,Monday,0,53.8
7,12.4,12:05,Wednesday,0,84.8
5,14.0,13:37,Saturday,1,87.2
6,16.4,11:00,Saturday,0,85.2
3,14.0,14:08,Monday,0,58.3
3,16.3,15:35,Sunday,0,36.6
10,10.2,16:55,Sunday,0,62.5
7,13.2,12:57,Sunday,1,84.6
8,5.3,11:00,Friday,0,50.0
4,11.7,08:46,Thursday,1,68.8
6,13.2,16:32,Tuesday,0,83.6
3,13.4,16:32,Monday,1,62.5
2,7.3,11:32,Saturday,0,16.3
4,10.8,10:04,Saturday,1,55.5
0,11.2,14:44,Saturday,0,5.1
3,10.7,15:33,Friday,0,44.1
5,14.2,15:13,Thursday,0,73.4
3,11.3,08:42,Tuesday,0,35.5
3,12.3,17:50,Monday,2,82.4
3,10.5,13:26,Tuesday,1,49.6
2,15.2,14:05,Wednesday,0,36.0
3,15.4,08:27,Wednesday,0,38.1
8,11.1,08:07,Thursday,0,77.1
1,20.6,09:15,Saturday,0,23.4
4,9.7,11:54,Saturday,0,41.7
7,15.0,17:26,Saturday,1,99.3
2,9.1,15:16,Wednesday,0,20.3
5,14.3,17:59,Sunday,0,79.3
3,14.1,14:47,Sunday,0,36.7
6,9.0,08:59,Wednesday,0,63.1
3,11.6,14:56,Tuesday,0,48.5
2,17.6,14:24,Sunday,0,42.1
4,9.6,16:51,Sunday,0,29.0
8,13.2,13:26,Thursday,0,109.6
3,13.0,10:27,Monday,0,46.2
1,11.9,15:19,Friday,0,17.0
1,6.8,15:32,Saturday,0,12.8
3,14.5,13:08,Thursday,0,59.3
3,12.0,08:56,Monday,1,56.2
2,15.3,12:08,Saturday,0,37.7
4,12.7,16:23,Saturday,0,45.3
6,12.2,11:02,Sunday,1,71.4
7,13.1,15:18,Sunday,0,82.5
4,9.0,10:32,Thursday,0,39.4
3,16.7,11:17,Wednesday,0,55.4
3,10.9,11:22,Tuesday,0,47.6
2,10.9,09:21,Monday,1,39.6
6,15.9,11:30,Saturday,0,76.2
3,12.7,15:14,Sunday,0,39.7
8,11.3,12:00,Friday,0,104.4
5,13.2,10:59,Sunday,0,54.4
8,13.9,15:00,Wednesday,0,144.9
2,11.6,13:09,Saturday,0,22.2
4,14.8,12:21,Wednesday,0,69.5
5,8.2,15:57,Wednesday,0,47.5
7,12.8,11:49,Friday,0,111.9
3,14.4,13:26,Monday,0,59.2
4,13.9,08:19,Wednesday,0,40.1
10,5.3,11:23,Wednesday,0,62.8
2,11.6,10:22,Thursday,0,32.8
6,8.4,16:51,Saturday,0,52.0
7,15.9,08:12,Tuesday,1,135.4
3,10.8,15:00,Tuesday,0,43.2
6,15.5,15:33,Friday,0,123.5
1,8.3,11:19,Monday,1,20.8
4,13.2,10:34,Sunday,0,59.7
6,12.0,09:38,Sunday,1,78.4
3,20.3,10:46,Wednesday,1,92.8
5,15.5,17:08,Friday,2,151.1
5,15.3,08:26,Thursday,0,58.9
2,18.1,12:34,Friday,0,41.0
4,12.9,10:38,Tuesday,0,68.8
4,11.7,14:57,Sunday,0,49.7
3,11.4,11:20,Sunday,0,41.5
8,13.0,11:27,Thursday,0,91.5
5,5.0,08:34,Sunday,0,24.9
3,12.0,17:06,Wednesday,0,32.8
2,12.7,13:12,Saturday,1,42.8
3,11.5,08:41,Sunday,0,29.8
2,7.4,15:31,Friday,0,20.8
2,11.6,15:48,Sunday,0,20.7
1,7.4,12:36,Tuesday,0,12.7
7,17.3,17:47,Monday,0,134.1
3,11.2,10:15,Thursday,0,38.8
5,5.8,16:26,Wednesday,0,33.7
5,11.4,16:27,Friday,1,98.1
5,14.7,13:12,Wednesday,0,100.9
4,12.5,13:24,Sunday,2,77.3
4,9.3,09:07,Monday,0,50.8
5,10.0,09:19,Sunday,0,52.7
1,11.1,12:13,Tuesday,0,15.6
6,10.7,17:10,Wednesday,0,60.3
3,8.2,10:08,Monday,0,35.2
5,11.8,12:45,Friday,0,77.1
3,8.0,08:38,Friday,0,26.1
3,14.8,10:59,Sunday,1,50.0
7,15.2,11:43,Monday,1,182.5
1,9.0,17:37,Thursday,1,20.9
7,9.9,09:55,Sunday,0,53.4
3,10.7,09:00,Monday,0,35.5
5,11.9,08:32,Friday,0,84.6
5,12.8,13:13,Tuesday,0,92.0
9,13.4,13:11,Wednesday,0,152.1
7,13.3,09:57,Saturday,0,99.6
3,16.7,10:28,Saturday,1,61.9
3,12.2,11:11,Monday,0,49.8
7,8.1,08:05,Friday,1,72.6
7,7.2,16:10,Wednesday,0,64.7
3,16.9,15:43,Saturday,0,39.5
3,13.5,11:12,Saturday,0,35.5
4,12.6,13:44,Sunday,0,40.9
5,13.3,11:16,Monday,0,101.6
1,12.5,08:16,Saturday,1,22.4
6,13.3,13:53,Sunday,0,68.1
2,10.9,15:12,Saturday,0,21.3
8,15.2,11:20,Wednesday,1,152.8
6,10.4,10:24,Saturday,0,48.9
7,9.3,10:38,Monday,0,100.8
4,6.9,11:29,Wednesday,0,33.2
4,11.3,12:40,Saturday,0,56.6
4,15.8,15:32,Friday,0,64.2
6,10.6,09:59,Tuesday,0,81.9
6,7.9,15:03,Thursday,0,46.3
6,12.9,17:38,Monday,0,123.7
1,10.0,09:48,Sunday,0,4.0
4,16.6,13:04,Thursday,0,101.2
4,15.2,11:36,Thursday,1,93.0
5,8.2,14:00,Wednesday,0,49.5
6,11.5,16:48,Tuesday,0,86.5
1,9.7,16:51,Wednesday,0,8.0
1,8.5,12:25,Thursday,0,13.0
3,11.8,15:34,Wednesday,0,46.2
2,14.5,13:06,Wednesday,1,54.3
0,11.8,15:43,Thursday,0,0.8
4,10.5,16:50,Thursday,0,58.5
6,5.4,15:07,Wednesday,0,41.7
3,10.0,08:36,Friday,0,30.7
4,13.7,10:27,Tuesday,3,128.6
3,8.0,15:51,Sunday,0,20.2
6,15.8,08:11,Friday,0,96.3
4,10.2,13:10,Tuesday,0,56.9
3,12.6,14:06,Friday,0,43.2
1,10.8,16:11,Sunday,0,10.0
6,8.5,16:03,Saturday,0,54.7
3,13.3,08:43,Saturday,1,64.7
6,10.2,14:47,Tuesday,1,97.5
7,9.5,15:54,Tuesday,1,75.5
9,5.0,09:03,Thursday,0,40.9
2,15.9,12:51,Tuesday,0,50.0
4,12.0,14:29,Monday,0,62.9
3,15.3,11:25,Sunday,0,34.3
4,13.9,11:42,Wednesday,1,74.6
5,15.3,09:01,Saturday,1,97.2
6,10.3,15:44,Saturday,0,62.3
8,7.9,10:22,Tuesday,1,94.1
3,14.3,12:20,Tuesday,1,74.4
4,12.4,13:09,Friday,0,56.8
8,10.6,08:52,Friday,0,75.0
6,14.2,12:18,Tuesday,0,100.8
7,12.9,09:31,Tuesday,0,108.8
4,13.9,10:19,Friday,0,58.4
8,8.9,11:33,Tuesday,0,102.3
5,14.9,12:53,Tuesday,0,86.8
4,12.0,12:20,Wednesday,2,71.6
5,15.3,08:42,Wednesday,0,83.2
4,14.9,11:30,Wednesday,0,79.6
4,14.1,08:23,Wednesday,0,73.1
6,11.7,10:30,Thursday,0,65.5
3,14.1,08:51,Thursday,1,74.0
3,15.3,09:40,Monday,0,61.3
2,13.8,13:01,Tuesday,0,33.7
7,12.6,17:16,Thursday,1,120.3
8,14.1,09:56,Saturday,0,133.4
5,10.4,15:18,Monday,0,58.0
2,16.5,08:26,Saturday,0,28.2
3,7.0,11:21,Monday,0,27.5
2,12.1,12:00,Friday,0,33.7
4,10.8,09:05,Tuesday,0,59.6
4,10.1,14:22,Sunday,0,40.0
7,12.9,09:27,Friday,1,117.5
2,8.6,16:00,Saturday,1,27.0
4,18.5,13:54,Saturday,1,93.9
6,7.9,15:24,Monday,0,49.2
2,9.1,09:38,Saturday,0,19.2
2,8.9,11:10,Monday,0,27.6
5,12.6,15:03,Thursday,1,102.7
4,15.0,12:32,Friday,0,68.4
2,13.6,14:19,Sunday,0,29.1
2,16.4,12:08,Saturday,1,63.2
6,9.5,14:43,Friday,1,110.1
2,14.0,14:24,Sunday,1,44.1
1,11.1,10:59,Monday,0,18.3
2,12.7,16:49,Monday,0,28.6
3,15.3,15:19,Tuesday,1,66.0
8,6.9,08:40,Tuesday,0,71.5
5,18.0,08:22,Thursday,0,69.3
0,11.6,15:09,Saturday,0,0.5
7,7.2,14:19,Wednesday,0,72.5
3,9.9,17:14,Sunday,0,29.2
6,12.3,14:45,Friday,1,118.6
4,9.9,10:04,Thursday,0,45.6
2,5.9,08:25,Saturday,0,9.5
2,12.3,13:19,Thursday,0,38.6
4,9.8,12:57,Monday,0,63.8
3,14.0,17:22,Saturday,0,44.0
4,8.8,15:05,Monday,0,48.5
5,18.8,17:00,Thursday,0,95.3
4,13.5,15:33,Tuesday,0,75.5
4,12.6,14:36,Saturday,0,49.8
2,13.9,13:37,Friday,0,36.6
5,6.5,13:48,Sunday,0,35.5
5,10.5,13:04,Sunday,0,54.2
6,17.3,16:23,Tuesday,2,197.2
4,11.0,10:20,Tuesday,0,45.5
3,11.8,17:09,Tuesday,0,41.1
3,10.6,13:35,Tuesday,0,51.8
3,16.4,12:22,Sunday,0,55.6
6,11.3,10:06,Monday,1,102.6
5,8.2,10:45,Wednesday,0,54.0
8,19.7,13:50,Tuesday,0,204.5
5,7.9,09:31,Monday,0,59.7
7,11.7,08:01,Saturday,0,84.2
5,9.5,10:35,Thursday,1,59.8
6,9.9,11:02,Sunday,0,59.2
4,8.8,17:24,Friday,0,42.4
2,10.4,13:49,Thursday,1,40.8
1,15.0,12:03,Tuesday,0,20.4
6,6.3,17:49,Friday,2,60.8
6,15.8,11:40,Saturday,1,122.1
4,15.3,17:34,Monday,0,69.1
5,13.5,17:24,Tuesday,0,72.4
5,12.4,14:53,Wednesday,0,72.2
2,12.8,13:15,Monday,1,55.8
2,16.3,16:13,Monday,0,41.5
2,6.8,11:14,Tuesday,0,20.5
4,14.2,11:40,Wednesday,0,61.4
3,9.8,10:04,Thursday,2,43.7
9,14.5,10:33,Saturday,0,169.0
6,10.2,09:21,Saturday,0,50.6
3,14.1,16:30,Wednesday,1,72.9
3,7.4,08:00,Thursday,0,25.5
4,6.9,12:14,Monday,0,36.3
2,11.7,11:38,Saturday,1,35.7
2,16.3,11:52,Tuesday,1,61.3
5,13.6,16:26,Monday,0,92.0
5,13.6,16:12,Friday,0,73.6
3,14.6,14:38,Wednesday,1,69.3
4,10.8,14:53,Wednesday,1,64.8
5,13.8,16:02,Thursday,1,109.1
4,10.3,11:51,Friday,0,50.6
2,11.1,12:30,Saturday,0,20.2
5,11.4,10:26,Friday,1,78.9
4,10.4,10:22,Friday,0,53.2
5,11.8,17:20,Saturday,0,38.9
4,11.2,15:36,Saturday,1,66.0
4,9.9,12:31,Tuesday,0,51.8
8,11.6,08:23,Wednesday,0,105.8
10,12.5,15:25,Thursday,0,151.2
7,8.7,17:29,Sunday,0,46.6
3,13.3,17:16,Friday,1,52.1
2,10.5,15:08,Saturday,0,19.1
1,12.6,14:28,Saturday,0,8.6
1,10.0,09:12,Sunday,0,9.9
4,15.2,08:51,Thursday,2,97.4
3,14.9,10:39,Tuesday,1,60.3
2,8.9,13:38,Wednesday,2,40.8
4,13.6,17:07,Monday,1,92.3
8,16.3,16:42,Friday,0,178.6
5,9.2,11:03,Friday,1,58.8
5,9.4,11:39,Tuesday,0,75.7
2,14.2,11:06,Thursday,0,30.1
3,8.1,13:18,Saturday,0,19.5
1,9.7,16:05,Saturday,0,14.7
5,9.0,15:49,Saturday,2,52.0
5,14.2,16:51,Monday,0,107.1
5,9.9,13:13,Wednesday,1,68.4
3,11.1,14:34,Friday,0,41.3
1,9.8,17:32,Monday,0,8.2
4,15.4,14:45,Tuesday,0,90.4
4,9.4,09:40,Sunday,0,40.7
3,7.8,11:16,Thursday,0,26.0
4,7.7,08:45,Friday,1,43.5
5,14.1,09:06,Tuesday,1,106.6
3,14.3,12:55,Friday,0,53.3
3,15.7,15:23,Sunday,0,54.3
4,8.2,09:53,Sunday,1,37.0
2,11.3,11:12,Tuesday,0,26.9
6,19.3,11:21,Tuesday,2,160.3
3,11.1,16:24,Friday,0,33.1
3,10.3,09:50,Sunday,0,31.0
4,11.9,08:20,Monday,0,60.7
2,13.6,14:14,Tuesday,0,38.4
8,13.5,13:16,Tuesday,0,132.9
6,10.2,08:01,Saturday,2,53.4
3,10.2,15:38,Thursday,1,44.9
4,11.1,12:14,Saturday,0,60.5
7,9.8,13:28,Monday,0,88.5
4,8.3,14:42,Monday,0,46.1
5,17.4,08:30,Thursday,0,62.7
0,10.8,09:43,Wednesday,1,10.7
7,10.9,12:37,Tuesday,0,95.7
2,11.0,09:43,Tuesday,0,27.5
1,11.8,09:09,Saturday,0,10.1
3,13.3,11:14,Monday,0,46.5
10,10.6,12:15,Sunday,0,94.9
8,15.4,16:29,Tuesday,0,142.1
3,13.8,13:56,Saturday,1,49.8
6,11.4,17:17,Friday,0,69.7
2,10.0,12:34,Monday,1,47.6
5,15.3,12:43,Saturday,0,73.8
8,11.5,11:06,Thursday,0,117.1
6,8.3,08:48,Wednesday,0,53.0
4,15.1,09:43,Monday,2,101.6
3,9.8,08:40,Monday,0,35.4
3,14.6,15:02,Wednesday,0,54.4
6,5.0,11:29,Wednesday,0,44.4
2,10.9,08:18,Saturday,0,17.4
2,15.5,15:31,Thursday,1,54.0
1,12.0,10:32,Monday,2,53.8
0,13.8,16:56,Sunday,2,29.6
2,9.3,16:13,Tuesday,0,20.3
6,13.0,11:02,Friday,0,96.9
8,12.0,10:21,Saturday,0,111.6
2,12.7,17:55,Friday,0,30.4
4,18.1,16:11,Wednesday,3,164.5
7,15.9,17:15,Monday,0,159.3
3,14.4,08:10,Tuesday,0,52.0
7,14.4,13:58,Thursday,0,127.0
6,9.3,10:39,Sunday,0,47.1
6,10.6,11:44,Monday,2,116.6
4,7.4,08:54,Tuesday,0,33.4
6,8.2,15:29,Wednesday,0,66.7
4,9.3,13:15,Saturday,0,40.7
3,11.9,15:55,Sunday,0,34.0
5,8.3,09:09,Tuesday,1,50.8
4,11.9,17:58,Friday,0,61.7
4,11.5,11:29,Sunday,1,49.7
4,8.6,17:30,Sunday,0,28.3
4,16.6,14:45,Saturday,1,101.5
1,8.0,09:05,Saturday,0,10.2
0,15.4,15:49,Tuesday,0,0.0
5,5.2,13:36,Wednesday,0,28.4
6,11.6,09:53,Sunday,0,61.5
3,8.4,09:52,Friday,0,28.1
4,10.0,17:31,Monday,0,41.0
2,17.4,17:59,Monday,0,38.7
3,11.0,13:45,Sunday,0,19.1
3,8.7,09:52,Monday,0,37.9
4,13.5,11:24,Friday,0,75.6
1,10.9,10:07,Wednesday,0,16.9
5,12.5,14:04,Tuesday,1,100.8
1,9.3,12:00,Monday,0,11.8
2,9.4,11:46,Thursday,0,26.2
1,9.6,16:00,Saturday,0,7.3
1,14.4,17:38,Monday,0,13.8
5,11.3,09:58,Friday,0,67.1
3,8.9,12:08,Friday,0,36.2
8,12.5,13:21,Saturday,0,93.8
3,12.2,10:27,Friday,0,39.5
3,13.7,12:01,Monday,0,56.0
4,10.6,08:33,Wednesday,0,48.4
5,11.8,08:24,Sunday,0,49.4
7,13.3,15:51,Saturday,0,128.2
3,9.0,11:23,Wednesday,0,32.2
3,14.7,15:04,Sunday,1,62.7
7,12.0,08:49,Monday,0,87.9
6,8.7,14:42,Thursday,0,67.9
5,8.7,14:32,Saturday,0,41.9
2,11.7,16:12,Friday,0,28.0
9,10.3,10:02,Tuesday,1,151.6
4,14.3,13:30,Tuesday,0,71.5
2,11.1,17:00,Saturday,1,24.8
9,12.9,10:11,Sunday,0,87.9
4,9.5,09:14,Saturday,1,46.0
4,11.9,11:26,Sunday,0,47.4
2,15.9,17:39,Sunday,1,41.7
5,11.6,09:34,Sunday,1,49.3
5,10.3,09:11,Saturday,0,64.6
1,9.4,17:58,Saturday,0,12.9
6,11.9,11:55,Saturday,1,89.4
3,16.2,09:29,Wednesday,0,43.7
7,7.9,13:35,Thursday,0,82.1
1,11.9,08:08,Tuesday,0,16.7
7,6.9,12:15,Thursday,0,60.4
0,10.8,08:21,Thursday,1,15.2
3,12.8,13:39,Monday,0,52.0
3,7.3,14:14,Monday,0,27.6
8,10.7,08:02,Sunday,0,74.6
1,12.9,13:07,Thursday,0,11.4
3,12.4,17:26,Monday,0,40.1
5,13.0,11:58,Wednesday,1,102.9
4,9.1,17:32,Sunday,0,32.7
1,12.9,17:38,Saturday,0,7.6
1,10.2,10:24,Saturday,0,8.9
3,14.1,13:46,Friday,1,62.4
5,5.1,16:18,Friday,0,28.4
3,11.1,15:05,Tuesday,1,51.9
5,12.3,15:36,Saturday,0,70.4
4,16.0,10:36,Saturday,0,63.0
2,12.3,17:10,Tuesday,1,40.9
1,12.6,10:21,Wednesday,0,13.5
3,13.1,14:26,Saturday,1,41.0
7,15.8,16:50,Tuesday,0,126.9
2,10.9,11:35,Friday,0,29.5
3,7.8,13:31,Wednesday,0,29.9
3,7.2,14:54,Wednesday,0,28.3
9,14.0,17:17,Tuesday,0,158.2
1,12.7,12:28,Saturday,0,20.0
8,11.2,14:01,Wednesday,0,95.8
2,10.2,09:25,Thursday,0,23.7
2,12.5,08:39,Tuesday,1,44.9
3,12.6,08:12,Tuesday,0,40.8
8,13.4,12:45,Monday,0,144.3
2,8.7,13:27,Sunday,2,37.2
3,6.7,08:51,Wednesday,2,38.8
6,9.3,09:48,Friday,0,57.8
3,7.9,10:39,Thursday,0,21.8
6,7.8,16:54,Wednesday,0,48.3
5,16.7,08:59,Saturday,1,83.8
4,5.2,12:53,Sunday,0,22.7
8,13.4,15:53,Tuesday,0,115.5
4,14.7,16:42,Monday,0,74.1
2,15.0,14:55,Wednesday,0,28.3
3,12.8,10:39,Monday,0,43.5
7,16.0,09:12,Monday,0,130.1
7,17.4,09:34,Saturday,0,112.1
5,11.1,15:42,Monday,0,67.6
3,13.3,10:57,Monday,0,56.0
2,15.8,11:22,Wednesday,0,30.4
5,9.4,09:45,Thursday,1,62.5
5,11.3,12:20,Thursday,0,68.4
4,10.1,11:20,Saturday,2,49.5
4,13.4,11:34,Saturday,0,57.5
6,6.3,08:20,Monday,1,40.2
6,16.3,12:37,Saturday,1,109.4
7,13.6,09:07,Monday,2,170.5
1,13.8,13:21,Sunday,1,18.3
5,5.0,14:41,Wednesday,0,32.8
9,8.9,13:27,Sunday,0,65.8
2,16.5,09:27,Sunday,0,26.7
1,11.5,14:09,Monday,0,20.5
5,6.8,12:07,Wednesday,0,39.1
3,12.7,11:35,Monday,0,62.7
1,14.0,09:29,Sunday,0,11.7
3,13.6,17:56,Thursday,1,57.2
1,11.5,11:55,Saturday,0,14.6
7,15.4,12:33,Friday,1,171.5
1,9.9,08:56,Saturday,0,9.7
2,13.6,14:45,Friday,1,49.1
4,12.4,10:49,Monday,0,56.5
7,11.6,15:24,Thursday,1,88.7
2,10.9,08:40,Friday,0,29.1
3,11.0,10:58,Sunday,0,39.9
8,12.1,15:27,Saturday,0,98.8
1,11.1,11:57,Thursday,0,8.4
9,14.2,08:20,Saturday,1,113.3
5,10.4,15:53,Sunday,0,41.7
4,16.7,17:39,Sunday,0,51.9
4,10.3,11:45,Sunday,0,34.9
4,14.8,14:12,Wednesday,0,77.2
6,14.9,11:43,Thursday,2,150.8
5,12.5,13:32,Monday,0,104.3
4,12.2,15:23,Monday,1,79.6
2,9.8,14:19,Saturday,0,21.1
7,10.4,11:08,Wednesday,0,96.4
2,12.7,09:57,Thursday,0,33.0
4,11.9,13:26,Wednesday,1,63.0
2,15.5,14:35,Sunday,0,32.2
4,10.6,13:44,Sunday,0,43.2
5,10.8,09:16,Saturday,1,64.5
5,7.0,11:33,Sunday,1,41.5
1,13.9,15:26,Thursday,1,40.0
3,13.7,09:28,Tuesday,1,57.2
7,14.9,16:50,Friday,1,122.3
4,15.1,12:39,Monday,0,79.3
4,14.4,15:54,Wednesday,0,63.9
3,14.5,11:24,Saturday,1,62.5
2,13.8,11:35,Tuesday,0,33.7
1,14.3,17:40,Thursday,1,35.0
1,6.5,13:40,Saturday,0,6.8
3,8.7,09:01,Saturday,0,24.1
5,8.2,17:34,Friday,1,45.9
5,15.8,11:44,Wednesday,0,118.8
6,9.7,15:06,Tuesday,2,96.4
4,10.1,09:17,Tuesday,0,57.4
3,12.0,16:33,Saturday,0,31.1
6,8.3,17:35,Tuesday,0,62.3
6,13.1,11:49,Friday,0,95.3
3,5.6,09:26,Monday,1,35.1
5,8.5,13:34,Wednesday,0,59.8
4,12.6,09:37,Wednesday,0,63.5
6,8.3,12:25,Saturday,1,55.0
3,15.9,14:13,Monday,0,81.1
4,12.1,09:23,Thursday,0,69.3
5,15.4,17:28,Thursday,1,94.7
3,13.1,15:03,Wednesday,0,47.9
5,12.0,11:36,Saturday,1,84.7
4,9.0,12:09,Sunday,0,25.1
6,14.8,16:28,Monday,0,130.3
5,13.3,12:45,Sunday,0,76.8
0,18.3,17:52,Sunday,0,0.0
0,14.5,08:37,Saturday,0,0.0
7,10.8,10:42,Monday,0,107.1
5,12.9,13:11,Wednesday,1,83.3
4,13.3,09:21,Friday,0,49.7
7,15.5,11:33,Tuesday,0,145.2
5,16.0,13:11,Tuesday,0,120.5
1,11.5,10:36,Thursday,1,26.5
4,8.4,09:38,Saturday,0,38.1
2,6.4,10:41,Tuesday,0,18.0
2,8.6,08:49,Monday,0,17.5
6,10.2,09:57,Sunday,0,51.3
2,16.5,08:36,Wednesday,0,41.2
3,16.6,17:31,Monday,1,76.7
5,14.9,09:36,Sunday,0,76.5
7,15.7,08:00,Tuesday,0,115.8
6,9.9,17:34,Monday,1,93.2
6,7.5,15:35,Friday,0,57.9
2,9.0,10:40,Saturday,1,26.1
3,5.9,16:47,Monday,0,24.7
4,8.7,16:42,Saturday,0,21.6
7,10.5,15:24,Wednesday,0,74.7
6,12.5,13:55,Wednesday,0,87.7
2,12.4,13:50,Friday,0,36.7
6,9.9,17:41,Monday,0,60.6
9,13.7,12:39,Tuesday,0,161.1
3,10.0,16:05,Saturday,0,30.7
5,12.0,09:07,Sunday,2,77.8
2,8.7,15:00,Sunday,0,16.3
2,15.3,17:53,Saturday,1,37.2
4,12.1,08:05,Monday,0,57.4
2,14.0,10:34,Wednesday,0,37.2
2,8.4,15:50,Saturday,0,14.4
3,12.5,15:20,Friday,0,34.6
4,13.7,15:20,Saturday,1,73.8
4,5.9,17:49,Wednesday,0,30.4
2,15.5,08:57,Friday,1,46.4
1,8.3,14:45,Saturday,0,12.6
6,12.6,14:24,Saturday,1,98.9
3,17.4,10:03,Saturday,0,42.1
5,14.9,10:07,Monday,0,91.1
2,7.5,14:30,Tuesday,0,17.1
0,11.5,14:32,Thursday,0,0.5
1,15.7,14:00,Friday,1,39.9
7,9.5,12:37,Sunday,0,77.8
7,10.9,14:52,Wednesday,1,116.5
3,10.8,11:13,Saturday,1,34.5
3,13.7,10:21,Friday,0,41.8
1,7.4,13:57,Tuesday,0,11.4
1,13.9,14:10,Tuesday,0,16.4
5,10.1,16:07,Friday,1,71.5
2,12.0,12:09,Wednesday,1,47.5
6,11.3,15:38,Tuesday,0,92.2
3,13.8,17:10,Tuesday,1,53.2
2,11.9,12:15,Tuesday,0,23.2
2,16.3,13:25,Monday,0,46.3
4,15.0,17:06,Tuesday,0,61.4
2,9.6,11:00,Sunday,0,18.7
6,16.1,15:13,Tuesday,0,119.4
4,13.0,13:46,Wednesday,0,56.8
6,12.5,12:08,Thursday,1,136.0
4,14.5,16:38,Friday,0,68.5
4,8.9,09:34,Wednesday,2,55.6
4,7.9,08:21,Saturday,0,29.2
3,12.1,10:04,Saturday,0,38.5
6,10.2,16:45,Thursday,0,62.2
7,18.2,11:26,Sunday,0,168.7
5,9.7,14:50,Wednesday,0,47.5
3,12.1,10:18,Thursday,0,34.5
4,12.6,12:54,Friday,0,53.9
6,15.7,13:13,Tuesday,0,123.6
3,9.0,10:27,Monday,0,38.4
4,7.2,11:52,Sunday,0,26.8
3,16.2,10:37,Monday,0,69.4
4,12.2,09:00,Monday,2,98.2
4,14.4,12:18,Monday,1,99.3
3,14.6,13:38,Thursday,0,57.2
1,15.1,08:54,Tuesday,0,16.8
2,10.9,11:34,Tuesday,1,39.9
5,10.1,12:37,Sunday,0,46.4
4,6.0,17:19,Sunday,1,27.2
4,9.0,14:06,Sunday,0,42.2
6,12.2,17:25,Wednesday,1,77.1
3,9.9,13:14,Monday,1,54.0
4,8.6,16:01,Sunday,0,32.4
5,12.2,08:57,Thursday,0,82.9
6,16.0,13:38,Sunday,0,102.0
3,11.8,11:31,Tuesday,0,41.2
4,8.6,15:17,Sunday,0,27.9
2,15.8,16:46,Wednesday,0,39.9
7,9.7,15:07,Saturday,0,65.6
5,16.4,08:52,Monday,0,88.6
4,11.2,14:12,Saturday,0,53.7
5,12.3,15:26,Thursday,0,75.4
2,16.7,08:17,Sunday,0,22.7
4,7.9,09:41,Tuesday,0,31.5
5,8.8,14:48,Tuesday,1,50.1
6,11.0,11:08,Friday,1,90.5
5,11.6,08:37,Saturday,0,56.1
3,19.9,16:53,Sunday,0,61.6
2,9.3,17:31,Monday,0,24.5
5,8.1,11:44,Monday,1,59.1
3,9.2,17:55,Wednesday,0,28.2
10,12.7,16:33,Monday,0,191.2
3,13.5,13:33,Wednesday,0,47.3
